yyyy, mm, dd, hour, min, seg, altura, periodo, direcao
1963, 5, 21, 21, 0, 0, 0.8, 8.0, 90.0
1963, 5, 22, 9, 0, 0, 1.3, 6.0, 70.0
1963, 5, 22, 21, 0, 0, 1.5, 5.0, 80.0
1963, 5, 23, 9, 0, 0, 1.4, 8.0, 100.0
1963, 5, 23, 21, 0, 0, 1.3, 7.0, 90.0
1963, 5, 24, 9, 0, 0, 1.7, 6.0, 120.0
1963, 5, 24, 21, 0, 0, 1.2, 7.0, 125.0
1963, 5, 25, 9, 0, 0, 1.3, 6.0, 110.0
1963, 5, 25, 21, 0, 0, 1.4, 8.0, 100.0
1963, 5, 26, 9, 0, 0, 1.4, 9.0, 115.0
1963, 5, 26, 21, 0, 0, 1.0, 10.0, 100.0
1963, 5, 27, 9, 0, 0, 1.2, 9.0, 100.0
1963, 5, 27, 21, 0, 0, 0.9, 10.0, 100.0
1963, 5, 28, 9, 0, 0, 1.1, 11.0, 90.0
1963, 5, 28, 21, 0, 0, 0.8, 10.0, 85.0
1963, 5, 29, 9, 0, 0, 0.9, 10.0, 12.0
1963, 5, 29, 21, 0, 0, 0.8, 10.0, 120.0
1963, 5, 30, 9, 0, 0, 0.8, 11.0, 125.0
1963, 5, 30, 21, 0, 0, 1.3, 10.0, 125.0
1963, 5, 31, 9, 0, 0, 1.4, 9.0, 100.0
1963, 5, 31, 21, 0, 0, 1.2, 9.0, 100.0
1963, 6, 1, 9, 0, 0, 1.6, 10.0, 80.0
1963, 6, 1, 21, 0, 0, 1.5, 11.0, 80.0
1963, 6, 2, 9, 0, 0, 1.5, 12.0, 85.0
1963, 6, 2, 21, 0, 0, 1.5, 10.0, 80.0
1963, 6, 3, 9, 0, 0, 1.3, 9.0, 70.0
1963, 6, 3, 21, 0, 0, 1.0, 11.0, 75.0
1963, 8, 20, 21, 0, 0, 1.8, 8.0, 80.0
1963, 8, 21, 9, 0, 0, 1.6, 8.0, 80.0
1963, 8, 21, 21, 0, 0, 1.4, 8.0, 80.0
1963, 8, 22, 9, 0, 0, 1.5, 7.0, 85.0
1963, 8, 22, 21, 0, 0, 1.6, 7.0, 85.0
1963, 8, 23, 9, 0, 0, 0.7, 8.0, 80.0
1963, 8, 23, 21, 0, 0, 1.0, 7.0, 80.0
1963, 8, 24, 9, 0, 0, 2.2, 6.0, 110.0
1963, 8, 24, 21, 0, 0, 1.5, 7.0, 110.0
1963, 8, 25, 9, 0, 0, 1.2, 9.0, 95.0
1963, 8, 25, 21, 0, 0, 1.0, 7.0, 90.0
1963, 8, 26, 9, 0, 0, 1.6, 10.0, 90.0
